pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,loneliness_zscore
SO413RA,2018,10707.71429,Q70,11A,432310,95316,E01023042,E02004795,C1,E12000008,E07000091,82,-0.08198508
SO419GJ,2018,15572.08333,Q70,11A,432027,95704,E01023042,E02004795,C1,E12000008,E07000091,82,-0.017816905
SO419ND,2018,6900.833333,Q70,11A,432111,95417,E01023042,E02004795,C1,E12000008,E07000091,82,0.785875582
SO427RY,2018,7714.5,Q70,11A,429920,101771,E01023000,E02004793,D1,E12000008,E07000091,-48,0.549846012
SO437EW,2018,5323.583333,Q70,11A,429888,108171,E01023046,E02004785,D1,E12000008,E07000091,-88,-0.59111265
SO454JA,2018,11467.83333,Q70,11A,441194,105975,E01023005,E02004789,C1,E12000008,E07000091,51,-0.110544809
SO455WX,2018,23843.08333,Q70,11A,441999,106731,E01023038,E02004787,C1,E12000008,E07000091,16,-0.193090925
SO456AW,2018,7443.666667,Q70,11A,442079,108004,E01023008,E02004787,C1,E12000008,E07000091,24,-0.818625758
SO504QP,2018,6969.833333,Q70,11A,445026,120023,E01022674,E02004715,C1,E12000008,E07000086,-116,-0.305687574
SO505PT,2018,10332.58333,Q70,11A,445572,118607,E01022670,E02004718,C1,E12000008,E07000086,70,0.539942742
SO508AU,2018,17431.83333,Q70,11A,448529,118611,E01022644,E02004716,C1,E12000008,E07000086,-76,-0.240947573
SO509AG,2018,15398.91667,Q70,11A,445513,119259,E01022666,E02004718,C1,E12000008,E07000086,-63,-0.085380614
SO518ED,2018,13921.58333,Q70,11A,435623,121366,E01023151,E02004824,C1,E12000008,E07000093,75,0.092533205
SO518EN,2018,18566,Q70,11A,435057,121196,E01023152,E02004824,C1,E12000008,E07000093,-51,0.549411898
SO529EP,2018,9647.583333,Q70,11A,439629,119728,E01023192,E02004825,D1,E12000008,E07000093,-90,-0.395347372
SO532LH,2018,14192.33333,Q70,11A,444115,121053,E01022705,E02004712,C1,E12000008,E07000086,-23,-0.245357673
SO532ZB,2018,2.166666667,Q70,11A,443936,121096,E01022661,E02004714,C1,E12000008,E07000086,71,-2.993909345
SO532ZH,2018,17009.5,Q70,11A,443238,120827,E01022665,E02004714,C1,E12000008,E07000086,-59,-0.579744901
SP101DP,2018,12481.83333,Q70,11A,436604,145775,E01023202,E02004816,C1,E12000008,E07000093,112,-0.097961024
SP101HA,2018,8890.25,Q70,11A,436752,145612,E01023202,E02004816,C1,E12000008,E07000093,112,-0.339378882
SP103JY,2018,12701.91667,Q70,11A,435470,146216,E01023179,E02004817,C1,E12000008,E07000093,-15,-0.924661332
SP103LD,2018,13904.5,Q70,11A,435335,146323,E01023183,E02004817,C1,E12000008,E07000093,38,-0.368952463
SP105DE,2018,11998.66667,Q70,11A,437140,147029,E01023157,E02004815,C1,E12000008,E07000093,-88,0.177306693
SP119RA,2018,11864.91667,Q64,99N,426787,150832,E01031859,E02006643,D1,E12000009,E06000054,-42,0.51056964
SP13SL,2018,5439.5,Q64,99N,414281,130281,E01032014,E02006671,C1,E12000009,E06000054,-1,0.567348304
SP13UH,2018,25028.33333,Q64,99N,414488,130303,E01032014,E02006671,C1,E12000009,E06000054,-1,0.473689032
SP20JU,2018,11159.91667,Q64,99N,409493,130959,E01032038,E02006669,D1,E12000009,E06000054,80,0.540265917
SP27FD,2018,22445.66667,Q64,99N,413475,130365,E01032003,E02006670,C1,E12000009,E06000054,-124,-0.424857538
SP27TD,2018,12115.16667,Q64,99N,414057,129814,E01032022,E02006673,C1,E12000009,E06000054,-35,-0.127896525
SP36DJ,2018,2398.916667,Q64,99N,390937,132953,E01032010,E02006665,E1,E12000009,E06000054,66,0.66279245
SP36LF,2018,3881.083333,Q64,99N,394564,129581,E01032030,E02006676,D1,E12000009,E06000054,94,0.728493621
SP47DL,2018,10536,Q64,99N,415440,141545,E01031979,E02006663,C1,E12000009,E06000054,-23,0.459017972
SP47LT,2018,5631.416667,Q64,99N,415666,141355,E01031979,E02006663,C1,E12000009,E06000054,-23,0.62373947
SP48DH,2018,6161.833333,Q64,99N,416099,144265,E01031997,E02006662,D1,E12000009,E06000054,-24,1.442502708
SP52SU,2018,6686,Q64,99N,424600,123383,E01031972,E02006675,E1,E12000009,E06000054,16,0.317965704
SP53JP,2018,6788.583333,Q64,99N,418233,121409,E01031993,E02006677,D1,E12000009,E06000054,-45,0.687311113
SP55PA,2018,4249.333333,Q64,99N,400107,117362,E01020397,E02004243,E1,E12000009,E07000049,-114,0.994520795
SP61RS,2018,12532.58333,Q70,11A,414607,114321,E01023022,E02004779,D1,E12000008,E07000091,66,0.614112772
SP84XS,2018,12417.83333,Q70,11J,381147,126324,E01020443,E02004255,C1,E12000009,E07000050,-80,0.602971988
SP85DF,2018,1913,Q64,99N,377979,130650,E01020440,E02004256,F1,E12000009,E07000050,100,0.412933016
SP97NN,2018,619.2,Q64,99N,423669,148459,E01031880,E02006643,D1,E12000009,E06000054,81,-4.90625888
SR11XW,2018,1343.111111,Q49,00P,440182,556932,E01008703,E02001803,A1,E12000001,E08000024,-32,-0.217597979
SR12HJ,2018,4978.916667,Q49,00P,440286,556935,E01008703,E02001803,A1,E12000001,E08000024,-32,0.951738259
SR12QB,2018,5222.916667,Q49,00P,440072,556812,E01008836,E02001806,A1,E12000001,E08000024,-90,-0.092634392
SR20RX,2018,7883.416667,Q49,00P,440627,553130,E01008766,E02001818,A1,E12000001,E08000024,-90,1.627587575
SR27BA,2018,4114.083333,Q49,00P,439576,556460,E01008831,E02001803,A1,E12000001,E08000024,-126,0.137317964
SR28AD,2018,13875.16667,Q49,00P,440323,556315,E01008735,E02001806,A1,E12000001,E08000024,42,1.62288538
SR28AX,2018,5745.833333,Q49,00P,440603,556042,E01008736,E02001806,A1,E12000001,E08000024,-51,0.619961469
SR28JG,2018,4886.416667,Q49,00P,440246,555783,E01008737,E02001806,A1,E12000001,E08000024,-105,1.10383601
SR32AN,2018,14772.08333,Q49,00P,438140,553070,E01033077,E02001817,A1,E12000001,E08000024,-25,0.399942826
SR34BY,2018,6237.833333,Q49,00P,437128,554626,E01008827,E02001813,A1,E12000001,E08000024,63,0.163504896
SR34HG,2018,12110.83333,Q49,00P,437162,555208,E01008825,E02001813,A1,E12000001,E08000024,-96,1.034231327
SR40LS,2018,4053.333333,Q49,00P,435390,556750,E01008814,E02001804,A1,E12000001,E08000024,-58,0.612150563
SR46QE,2018,9985.583333,Q49,00P,437752,557419,E01008701,E02001801,A1,E12000001,E08000024,109,-0.167950057
SR47AF,2018,13299.58333,Q49,00P,438837,557074,E01008705,E02001803,A1,E12000001,E08000024,-21,0.109759864
SR47TU,2018,2604.416667,Q49,00P,438140,556422,E01008833,E02001808,A1,E12000001,E08000024,116,0.169763557
SR47XF,2018,22874.75,Q49,00P,437909,556765,E01008704,E02001801,A1,E12000001,E08000024,-50,1.227700296
SR52LT,2018,15886.16667,Q49,00P,438440,558470,E01033075,E02001795,A1,E12000001,E08000024,111,1.139578415
SR53EX,2018,2146.333333,Q49,00P,435303,557764,E01008697,E02001798,A1,E12000001,E08000024,-115,1.349308676
SR55PS,2018,4992.916667,Q49,00P,437009,559126,E01008819,E02001794,A1,E12000001,E08000024,-111,1.305640587
SR60AB,2018,4723.75,Q49,00P,439739,557778,E01008791,E02001796,A1,E12000001,E08000024,-29,1.25844257
SR60QQ,2018,8356.083333,Q49,00P,439962,557858,E01008791,E02001796,A1,E12000001,E08000024,-29,-0.268171728
SR67EE,2018,5173.083333,Q49,00N,440788,562201,E01008687,E02001785,C1,E12000001,E08000023,27,-0.215205996
SR68DZ,2018,9443.083333,Q49,00P,439635,559708,E01008722,E02001791,A1,E12000001,E08000024,-28,0.152042856
SR77JE,2018,15293.91667,Q45,00D,442781,549199,E01020784,E02004321,C1,E12000001,E06000047,10,0.904148002
SR78LF,2018,8499.083333,Q45,00D,441917,549308,E01020749,E02004322,C1,E12000001,E06000047,53,1.491571608
SR79AB,2018,7556.166667,Q45,00D,439726,547079,E01033198,E02004323,D1,E12000001,E06000047,-87,0.652955132
SR84LD,2018,12133.16667,Q45,00D,444309,541194,E01020767,E02004327,C1,E12000001,E06000047,-24,0.677731109
SR85TW,2018,16381.25,Q45,00D,443124,540544,E01020745,E02004325,C1,E12000001,E06000047,-15,1.014452384
SS07AF,2018,19585,Q57,99G,587446,186359,E01015899,E02003288,C1,E12000006,E06000033,110,0.089819054
SS07HN,2018,2036.666667,Q57,99G,586902,186013,E01015855,E02003293,C1,E12000006,E06000033,102,1.701287839
SS08BU,2018,16819.41667,Q57,99G,586708,185707,E01015855,E02003293,C1,E12000006,E06000033,102,0.324465598
SS118QS,2018,3476.666667,Q57,99E,576586,193058,E01021335,E02004430,C1,E12000006,E07000066,106,1.122502106
SS11NX,2018,5029.25,Q57,99G,587927,185829,E01015854,E02003293,C1,E12000006,E06000033,9,0.243367458
SS120AG,2018,19560.91667,Q57,99E,574506,193508,E01021329,E02004429,C1,E12000006,E07000066,125,0.351808133
SS129NR,2018,14653.91667,Q57,99E,575715,192287,E01021345,E02004430,C1,E12000006,E07000066,-70,0.205209924
SS12AB,2018,19829.5,Q57,99G,588301,186034,E01015895,E02003288,C1,E12000006,E06000033,2,0.311057805
SS12JJ,2018,2922.5,Q57,99G,588483,185790,E01015852,E02003293,C1,E12000006,E06000033,-27,1.391886489
SS12LZ,2018,0,Q57,99G,588442,185833,E01015852,E02003293,C1,E12000006,E06000033,-27,0.648341234
SS12TH,2018,5418.833333,Q57,99G,589488,185111,E01015841,E02003292,C1,E12000006,E06000033,46,0.407475122
SS131AJ,2018,7098.166667,Q57,99E,574054,189569,E01021303,E02004434,C1,E12000006,E07000066,45,-0.221355173
SS131PN,2018,10989.83333,Q57,99E,573829,189666,E01021302,E02004436,C1,E12000006,E07000066,-54,1.015242995
SS133DW,2018,4163.833333,Q57,99E,573828,188239,E01021316,E02004441,C1,E12000006,E07000066,127,-0.037030802
SS133HQ,2018,17491.66667,Q57,99E,573747,188403,E01021316,E02004441,C1,E12000006,E07000066,127,0.575925141
SS13AN,2018,2694.833333,Q57,99G,590232,184974,E01015891,E02003294,C1,E12000006,E06000033,-2,1.616800253
SS13HD,2018,7066.166667,Q57,99G,591380,185349,E01015890,E02003294,C1,E12000006,E06000033,55,0.463274114
SS142DD,2018,2363.583333,Q57,99E,570561,189086,E01021318,E02004438,C1,E12000006,E07000066,-83,0.393153188
SS142ER,2018,4748.166667,Q57,99E,571084,189184,E01021266,E02004438,C1,E12000006,E07000066,-28,0.770721722
SS142PB,2018,3897.833333,Q57,99E,572007,190027,E01021267,E02004435,C1,E12000006,E07000066,21,1.533734316
SS143SS,2018,3130.083333,Q57,99E,572612,189563,E01021271,E02004436,C1,E12000006,E07000066,-94,-0.160736313
SS154EZ,2018,3949.833333,Q57,99E,569656,190541,E01021262,E02004433,C1,E12000006,E07000066,125,2.534412045
SS155HL,2018,8597.166667,Q57,99E,569311,188865,E01021291,E02004439,C1,E12000006,E07000066,-26,0.673927136
SS155LE,2018,2543.25,Q57,99E,568922,189120,E01021289,E02004439,C1,E12000006,E07000066,82,0.901643983
SS155TR,2018,18155.58333,Q57,99E,568041,188834,E01021290,E02004439,C1,E12000006,E07000066,3,-0.403108975
SS164HD,2018,6601.083333,Q57,99E,572094,188185,E01021324,E02004442,C1,E12000006,E07000066,-41,-0.18004518
SS164QX,2018,4211.166667,Q57,99E,572082,187188,E01021300,E02004445,C1,E12000006,E07000066,-119,-0.160325806
SS165AD,2018,9335.75,Q57,99E,570976,187947,E01021295,E02004443,C1,E12000006,E07000066,120,0.651558355
SS165SB,2018,6674.5,Q57,99E,569396,187845,E01021294,E02004443,C1,E12000006,E07000066,-6,0.605517511
SS166SA,2018,8571.25,Q57,99E,566969,188012,E01021280,E02004444,C1,E12000006,E07000066,19,0.108258413
SS170BY,2018,3416.5,Q57,07G,568495,182227,E01015992,E02003300,C1,E12000006,E06000034,-3,1.214624469
SS170PH,2018,12610.91667,Q57,07G,568512,182837,E01015989,E02003300,C1,E12000006,E06000034,118,-0.514201069
SS177DZ,2018,3218.416667,Q57,07G,569632,182952,E01015985,E02003298,C1,E12000006,E06000034,69,0.829334848
SS178HD,2018,2292.75,Q57,07G,569326,183714,E01016001,E02003298,C1,E12000006,E06000034,91,2.004690084
SS178LB,2018,2698.25,Q57,07G,566991,183280,E01015980,E02003299,D1,E12000006,E06000034,-44,1.463481871
SS179BG,2018,1894,Q57,07G,570952,183620,E01015945,E02003297,C1,E12000006,E06000034,-94,-0.487980213
SS24BD,2018,6399.416667,Q57,99G,589323,187098,E01015875,E02003284,C1,E12000006,E06000033,46,0.693862472
SS24EQ,2018,2538.25,Q57,99G,589749,186626,E01015872,E02003284,C1,E12000006,E06000033,-32,1.527378671
SS24UB,2018,7769.75,Q57,99G,590069,186145,E01015884,E02003287,C1,E12000006,E06000033,22,0.167260534
SS26LR,2018,4580.5,Q57,99G,587952,186477,E01015899,E02003288,C1,E12000006,E06000033,110,-0.870095249
SS26RL,2018,4667.083333,Q57,99G,587187,187767,E01015868,E02003280,C1,E12000006,E06000033,81,0.172805115
SS26XY,2018,2727.666667,Q57,99G,585112,189178,E01015863,E02003280,C1,E12000006,E06000033,70,1.19976573
SS30HX,2018,10452.75,Q57,99F,593749,187585,E01021922,E02004572,D1,E12000006,E07000075,-108,0.450886268
SS38UT,2018,3216.916667,Q57,99G,593185,186265,E01015879,E02003291,C1,E12000006,E06000033,-111,1.374279991
SS39BX,2018,11062.75,Q57,99G,593446,184902,E01015877,E02003291,C1,E12000006,E06000033,78,0.798453138
SS39DT,2018,3055.833333,Q57,99G,592923,184919,E01015917,E02003295,C1,E12000006,E06000033,112,1.584546319
SS39YA,2018,2300.083333,Q57,99G,593475,186041,E01015880,E02003291,C1,E12000006,E06000033,23,1.266844615
SS41AY,2018,21497,Q57,99F,587584,190473,E01021955,E02004566,C1,E12000006,E07000075,103,0.113919994
SS41TU,2018,3633.75,Q57,99F,586971,191138,E01021930,E02004569,C1,E12000006,E07000075,-52,0.750061158
SS43BW,2018,7222.5,Q57,99F,586410,192529,E01021929,E02004564,C1,E12000006,E07000075,27,1.024901985
SS54PZ,2018,14081.08333,Q57,99F,584059,192401,E01021936,E02004565,C1,E12000006,E07000075,-82,1.113704929
SS55HQ,2018,6210.25,Q57,99F,584870,193187,E01021939,E02004565,C1,E12000006,E07000075,125,-0.477548067
SS56JH,2018,6873.416667,Q57,99F,580968,194908,E01021943,E02004563,C1,E12000006,E07000075,52,2.364476126
SS67JF,2018,21319.83333,Q57,99F,580719,190567,E01021962,E02004570,C1,E12000006,E07000075,113,0.52542955
SS69HR,2018,4196.083333,Q57,99F,580051,191475,E01021926,E02004568,C1,E12000006,E07000075,-118,1.671456799
SS69QD,2018,3393.916667,Q57,99F,580420,192546,E01021918,E02004567,C1,E12000006,E07000075,71,1.291679752
SS71ED,2018,3281.166667,Q57,99F,577657,187124,E01021524,E02004479,C1,E12000006,E07000069,-103,0.779774083
SS71LT,2018,5564.083333,Q57,99F,578029,186046,E01021480,E02004479,C1,E12000006,E07000069,-20,0.895212473
SS72NA,2018,13615.75,Q57,99F,581074,187278,E01021520,E02004478,C1,E12000006,E07000069,84,0.617744768
SS73PR,2018,2641.25,Q57,99F,579057,188816,E01021528,E02004474,C1,E12000006,E07000069,-86,-0.091367399
SS74EA,2018,19427.25,Q57,99F,576690,188839,E01021516,E02004475,C1,E12000006,E07000069,-49,-0.236225173
SS75LN,2018,3866.25,Q57,99F,577788,186490,E01021522,E02004479,C1,E12000006,E07000069,3,0.900777734
SS80EX,2018,6185.75,Q57,99F,578488,183029,E01021501,E02004483,C1,E12000006,E07000069,61,2.034920659
SS80JA,2018,20247.41667,Q57,99F,579856,183327,E01021498,E02004483,C1,E12000006,E07000069,-93,1.205050646
SS80JH,2018,4517.583333,Q57,99F,578119,183185,E01021501,E02004483,C1,E12000006,E07000069,61,1.278283194
SS89SU,2018,7161.583333,Q57,99F,578160,183824,E01021507,E02004482,C1,E12000006,E07000069,-76,1.110924719
SS92SQ,2018,12814.41667,Q57,99G,582960,186531,E01015913,E02003286,C1,E12000006,E06000033,-119,-0.832923385
SS93BZ,2018,3371.75,Q57,99G,583827,187357,E01015815,E02003281,C1,E12000006,E06000033,-60,-0.008555263
SS93NG,2018,21517.16667,Q57,99G,584768,186519,E01015850,E02003289,C1,E12000006,E06000033,0,0.227342542
SS93PS,2018,704.625,Q57,99G,582558,186709,E01015912,E02003286,C1,E12000006,E06000033,4,-0.81851744
SS94JH,2018,0,Q57,99G,584185,187413,E01015814,E02003281,C1,E12000006,E06000033,76,-8.245414701
SS94JQ,2018,2024.416667,Q57,99G,584234,187412,E01015826,E02003283,C1,E12000006,E06000033,13,-0.023084191
SS95UU,2018,19990,Q57,99G,584752,188358,E01015835,E02003279,C1,E12000006,E06000033,123,0.750523869
ST101BH,2018,6148.25,Q60,05G,400998,343447,E01029782,E02006213,C1,E12000005,E07000198,85,0.267261495
ST101EY,2018,7409.416667,Q60,05G,401191,343228,E01029783,E02006214,C1,E12000005,E07000198,-118,0.418960336
ST101HJ,2018,4135.916667,Q60,05G,401276,342943,E01029783,E02006214,C1,E12000005,E07000198,-118,1.033423429
ST103HY,2018,3010.916667,Q60,05G,407976,351195,E01029801,E02006210,E1,E12000005,E07000198,-72,1.517619196
ST104AP,2018,2609.166667,Q60,05G,407412,342148,E01029761,E02006213,E1,E12000005,E07000198,95,0.513319904
ST104EG,2018,6118,Q60,05G,400901,339671,E01029791,E02006216,D1,E12000005,E07000198,-50,1.439710309
ST119HQ,2018,4346.25,Q60,05W,395335,341314,E01029800,E02006215,C1,E12000005,E07000198,-109,1.536589147
ST136JB,2018,8091.416667,Q60,05G,398802,356500,E01029804,E02006208,C1,E12000005,E07000198,-112,-0.813857551
ST136LU,2018,8930.833333,Q60,05G,398786,356615,E01029804,E02006208,C1,E12000005,E07000198,-112,-0.505017251
ST136QR,2018,12423.08333,Q60,05G,398724,356674,E01029808,E02006204,C1,E12000005,E07000198,106,0.573106091
ST13NJ,2018,9427.583333,Q60,05W,388775,347201,E01014231,E02002966,C1,E12000005,E06000021,-109,0.63630426
ST13RX,2018,9102.083333,Q60,05W,388645,347250,E01014231,E02002966,C1,E12000005,E06000021,-109,-0.222547734
ST145JX,2018,2036.333333,Q60,05D,411020,339266,E01029423,E02006131,D1,E12000005,E07000193,-99,1.391051654
ST147FN,2018,5844.833333,Q60,05D,409073,333545,E01029462,E02006133,C1,E12000005,E07000193,72,0.546176126
ST148JG,2018,13697.58333,Q60,05D,409279,333304,E01029460,E02006133,C1,E12000005,E07000193,102,0.663902381
ST14PB,2018,17511.33333,Q60,05W,387834,346538,E01014281,E02002965,C1,E12000005,E06000021,81,0.087182585
ST158AP,2018,11772.5,Q60,05V,390287,333800,E01029745,E02006190,C1,E12000005,E07000197,2,-0.637089365
ST158YE,2018,14027.33333,Q60,05V,390427,333621,E01029745,E02006190,C1,E12000005,E07000197,2,0.548344553
ST161BS,2018,6869.083333,Q60,05V,391365,322614,E01029737,E02006199,C1,E12000005,E07000197,-43,-0.122958241
ST161JG,2018,10825.75,Q60,05V,391196,325000,E01029721,E02006194,C1,E12000005,E07000197,-53,-0.427292412
ST162AG,2018,10453,Q60,05V,392100,323044,E01029701,E02006197,C1,E12000005,E07000197,80,-0.456261173
ST163EB,2018,11566.08333,Q60,05V,391788,324472,E01029691,E02006197,C1,E12000005,E07000197,68,-0.291030417
ST16RS,2018,7358.083333,Q60,05W,389764,348721,E01014325,E02002960,C1,E12000005,E06000021,-93,2.467019688
ST170EG,2018,19167.41667,Q60,05V,394852,321552,E01029684,E02006201,C1,E12000005,E07000197,103,0.923168371
ST174BS,2018,10573.75,Q60,05V,392492,322776,E01029701,E02006197,C1,E12000005,E07000197,80,0.030033742
ST179LY,2018,9218.583333,Q60,05V,392086,321067,E01029727,E02006200,C1,E12000005,E07000197,-13,-1.071038527
ST180SU,2018,8315.333333,Q60,05V,399794,322570,E01029713,E02006195,D1,E12000005,E07000197,-47,1.888332334
ST195AP,2018,9890.333333,Q60,05V,392104,314238,E01029660,E02006174,D1,E12000005,E07000196,-88,0.051541352
ST199BQ,2018,10554.08333,Q60,05V,387427,308776,E01029617,E02006176,D1,E12000005,E07000196,110,0.221607529
ST200GP,2018,8087.416667,Q60,05V,382798,321411,E01029708,E02006202,F1,E12000005,E07000197,114,-0.04213527
ST20EU,2018,6106.666667,Q60,05W,391448,346259,E01014222,E02002967,C1,E12000005,E06000021,37,-0.112007123
ST20JG,2018,5116.416667,Q60,05W,390918,346984,E01014218,E02002964,C1,E12000005,E06000021,81,0.394838354
ST216BW,2018,7685.583333,Q60,05V,383028,329133,E01029695,E02006192,D1,E12000005,E07000197,-90,1.140326828
ST27BW,2018,8054.5,Q60,05W,390587,350266,E01014265,E02002957,C1,E12000005,E06000021,5,0.357746385
ST28DH,2018,7248.666667,Q60,05W,390768,349379,E01014217,E02002962,C1,E12000005,E06000021,-43,1.575485063
ST29AJ,2018,2749.833333,Q60,05W,390385,347466,E01014219,E02002964,C1,E12000005,E06000021,16,1.19423481
ST31EQ,2018,6048.5,Q60,05W,391001,343827,E01014302,E02002972,C1,E12000005,E06000021,91,1.615818749
ST31LG,2018,4119.916667,Q60,05W,391482,343842,E01014299,E02002975,C1,E12000005,E06000021,-39,0.1286709
ST32EJ,2018,6573.333333,Q60,05W,389733,342904,E01014308,E02002977,C1,E12000005,E06000021,-97,1.251342551
ST33BS,2018,3230.25,Q60,05W,389583,341639,E01014235,E02002982,C1,E12000005,E06000021,-110,1.619997782
ST34DW,2018,10974.33333,Q60,05W,391063,342827,E01014306,E02002979,C1,E12000005,E06000021,18,0.561371021
ST34JD,2018,2553.583333,Q60,05W,391171,342864,E01014306,E02002979,C1,E12000005,E06000021,18,0.104516302
ST34LL,2018,5375.416667,Q60,05W,391286,342657,E01014306,E02002979,C1,E12000005,E06000021,18,1.248591693
ST34LR,2018,11990.75,Q60,05W,391191,342416,E01014309,E02002977,C1,E12000005,E06000021,-105,-0.15898573
ST36AB,2018,19950.75,Q60,05W,393184,342347,E01014368,E02002978,C1,E12000005,E06000021,-25,0.258365739
ST37TW,2018,6745.583333,Q60,05W,393724,340996,E01014318,E02002983,C1,E12000005,E06000021,79,1.000444314
ST43AQ,2018,7915.166667,Q60,05W,389179,344492,E01014274,E02002970,C1,E12000005,E06000021,-33,0.987844734
ST44BX,2018,3585.583333,Q60,05W,387463,344430,E01014340,E02002969,C1,E12000005,E06000021,106,2.306884911
ST45NX,2018,9148.833333,Q60,05W,386551,343356,E01014343,E02002973,C1,E12000005,E06000021,122,0.773226975
ST46AT,2018,7181.75,Q60,05W,385965,345867,E01014289,E02002968,C1,E12000005,E06000021,-99,0.525076839
ST47JB,2018,3210.916667,Q60,05W,387460,345364,E01014345,E02002969,C1,E12000005,E06000021,11,0.461008204
ST48EX,2018,7051.916667,Q60,05W,387027,341871,E01014353,E02002980,C1,E12000005,E06000021,-66,1.055814575
ST48LT,2018,4203.166667,Q60,05W,387213,340941,E01014349,E02002980,C1,E12000005,E06000021,31,-0.737850519
ST48XP,2018,3489.416667,Q60,05W,387344,341470,E01014348,E02002980,C1,E12000005,E06000021,-66,0.304265732
ST50ET,2018,7205.5,Q60,05G,385346,348541,E01029609,E02006165,C1,E12000005,E07000195,111,-0.146977086
